,0,1,2,3,4,5
42,-0.9117387533187866,-0.908396303653717,-0.9092636108398438,-0.9061456918716431,-0.9089826941490173,-0.9064363241195679
43,-0.9035968780517578,-0.8970165252685547,-0.895622730255127,-0.8900514841079712,-0.8930184841156006,-0.8937418460845947
44,-0.9793604612350464,-0.9720326066017151,-0.9788159728050232,-0.9780958890914917,-0.9845545887947083,-0.9781267642974854
45,-0.953798234462738,-0.9490557312965393,-0.9561156630516052,-0.9535518884658813,-0.9578114151954651,-0.952057421207428
46,-0.2814628481864929,-0.2768475115299225,-0.27988260984420776,-0.2821080982685089,-0.28404268622398376,-0.28080394864082336
47,-0.9991542100906372,-0.9937087893486023,-0.9975387454032898,-0.9977810382843018,-1.0009633302688599,-0.9969779849052429
48,-0.9416071176528931,-0.9343440532684326,-0.9405108690261841,-0.938801646232605,-0.9393090009689331,-0.9365304708480835
49,-0.8976563811302185,-0.8913471102714539,-0.8954913020133972,-0.8974487781524658,-0.90293949842453,-0.8979154825210571
50,-0.997046947479248,-0.9905825853347778,-0.9948810338973999,-0.9977432489395142,-1.0007458925247192,-0.9921293258666992
51,-0.9144257307052612,-0.9067913293838501,-0.9115332365036011,-0.9104951024055481,-0.9208071231842041,-0.9133018255233765
52,-0.9061159491539001,-0.8962841629981995,-0.9020119905471802,-0.8986287117004395,-0.9123772382736206,-0.9052646160125732
53,-0.9555044174194336,-0.9520716071128845,-0.9543550610542297,-0.9556884169578552,-0.9564154744148254,-0.9509863257408142
54,-0.837629497051239,-0.8268600106239319,-0.8344454169273376,-0.8364256024360657,-0.8475874066352844,-0.8388229012489319
55,-0.9233018755912781,-0.9167367219924927,-0.9242776036262512,-0.925814151763916,-0.932998538017273,-0.9240650534629822
56,-0.9930226802825928,-0.9830725193023682,-0.9888337850570679,-0.984866201877594,-0.9928804636001587,-0.988600492477417
57,-0.9346218109130859,-0.9264453649520874,-0.9295018315315247,-0.9243392944335938,-0.9336075782775879,-0.9302929639816284
58,-0.9292128682136536,-0.9268864989280701,-0.9312999248504639,-0.9287680387496948,-0.9364952445030212,-0.933013916015625
59,-0.9953005909919739,-0.9895628690719604,-0.9933810830116272,-0.9894053936004639,-0.9941367506980896,-0.9912065863609314
60,-0.9793808460235596,-0.9728853702545166,-0.9805656671524048,-0.9804757833480835,-0.9857076406478882,-0.9778833389282227
61,-0.992566704750061,-0.9869503974914551,-0.9915809631347656,-0.9932084083557129,-1.001283049583435,-0.995682954788208
62,-0.7455556392669678,-0.7425206303596497,-0.7566129565238953,-0.7594029307365417,-0.7671599388122559,-0.7517510056495667
63,-0.9862997531890869,-0.9754610061645508,-0.9813122153282166,-0.981568455696106,-0.9898603558540344,-0.984086275100708
64,-0.829818606376648,-0.8191913962364197,-0.8236960768699646,-0.8166534304618835,-0.8273056149482727,-0.8241862654685974
65,-0.9876044392585754,-0.9798325300216675,-0.984676718711853,-0.9871761202812195,-0.9937784671783447,-0.9875237345695496
66,-0.5344635248184204,-0.5319215059280396,-0.5392856597900391,-0.5410807132720947,-0.5454146862030029,-0.538197934627533
67,-0.8931351900100708,-0.8883153200149536,-0.8918056488037109,-0.8930764198303223,-0.8926815986633301,-0.890823245048523
68,-0.9335787892341614,-0.9278197288513184,-0.9338324666023254,-0.9247612953186035,-0.9292270541191101,-0.9295573234558105
69,-0.9817074537277222,-0.975810170173645,-0.9854750633239746,-0.9841700792312622,-0.9904683232307434,-0.9789519309997559
70,-0.9642300605773926,-0.9589463472366333,-0.9684855341911316,-0.9617055058479309,-0.9686102867126465,-0.9628461003303528
71,-0.9758110046386719,-0.9675301313400269,-0.972319483757019,-0.9697648286819458,-0.9767109155654907,-0.9772459268569946
72,-0.8506230115890503,-0.845731258392334,-0.8471603393554688,-0.8496731519699097,-0.8498126268386841,-0.8453508615493774
73,-0.8973464369773865,-0.8947395086288452,-0.8983718752861023,-0.8979467749595642,-0.9029772877693176,-0.8969047665596008
74,-0.8170369863510132,-0.8165841102600098,-0.8234401941299438,-0.8271822929382324,-0.8257834911346436,-0.8197669982910156
75,-0.8999876976013184,-0.8945145010948181,-0.9059258103370667,-0.9007769227027893,-0.9091756939888,-0.9032060503959656
76,-0.9088063836097717,-0.9062114357948303,-0.9097049236297607,-0.9112188220024109,-0.9135987162590027,-0.9087600111961365
77,-0.8849395513534546,-0.879418671131134,-0.8845328688621521,-0.8819053769111633,-0.8917772769927979,-0.8824236989021301
78,-0.9382944703102112,-0.9306908845901489,-0.9354315996170044,-0.9382647275924683,-0.9452509880065918,-0.9387221932411194
79,-0.9046721458435059,-0.9015980958938599,-0.9058415293693542,-0.908282458782196,-0.9152252674102783,-0.90630704164505
80,-0.9674739837646484,-0.9602835178375244,-0.9726524353027344,-0.9799809455871582,-0.9924108982086182,-0.974614679813385
81,-1.0035710334777832,-0.9937239289283752,-1.0002473592758179,-0.9971185326576233,-1.0045958757400513,-0.9977311491966248
82,-0.9966570138931274,-0.990859866142273,-0.9965833425521851,-0.9954718351364136,-1.0012742280960083,-0.9962817430496216
83,-0.9424774646759033,-0.9353518486022949,-0.9427670240402222,-0.9413905143737793,-0.946353554725647,-0.9395928382873535
